"year","r_aer_all","rfc_BC","rfc_cloud","rfc_NO3","rfc_POA","rfc_SO4","rfc_SOA"
2007,-0.366125341658855,0.0706036588486147,-0.307221018175813,-0.0235666067359168,-0.00832664211049415,-0.0905646831850482,-0.0015536883640592
2008,-0.365502752793308,0.0710784543111965,-0.307577764744189,-0.0237118067025078,-0.0079960245963891,-0.0902111443045906,-0.00156432636310982
2009,-0.365201455115814,0.0719285325662314,-0.308523851336137,-0.0238845299661593,-0.0079014005048799,-0.0895879922674145,-0.00158369978102897
2010,-0.367486188134084,0.0733885630711368,-0.311883952760235,-0.024205326980829,-0.00805276404166704,-0.0893679302443416,-0.00160980019223265
2011,-0.370593983580964,0.074529782724671,-0.315152187983313,-0.0245380743550413,-0.00820569922163445,-0.0896550169578245,-0.0016372586960684
2012,-0.373147551387737,0.0753630893805007,-0.317896189689506,-0.0248176871446987,-0.00837501158579584,-0.0898293217239468,-0.00166643435270852
2013,-0.374059201570447,0.0758672515868344,-0.319226443752387,-0.025029774211374,-0.00849495115321262,-0.0896412328316399,-0.0016975167123465
2014,-0.374908787644042,0.0762734235660923,-0.320235589840798,-0.0252541728305881,-0.00891048139230717,-0.0890447261064513,-0.00174036542573852
2015,-0.374540399851868,0.0765645884062668,-0.320654775031123,-0.0253015510151909,-0.00935125185910357,-0.0881424574207567,-0.00178379552591044
2016,-0.370871063979429,0.0764045386092908,-0.318407412840258,-0.0249883088519617,-0.00927378325782777,-0.0869566297625589,-0.00181036067617238
2017,-0.366963038289299,0.076183276297311,-0.315877929860871,-0.0247023422878848,-0.00904289481681927,-0.0858397334556478,-0.00183206899577008
2018,-0.364098108756689,0.0760175904966828,-0.314120709075585,-0.0246244840547741,-0.00890796054723259,-0.0848914212494619,-0.00185635859965366
2019,-0.361160463865483,0.0756435966780858,-0.311955718429652,-0.0245951289085192,-0.00879472280150273,-0.0838227507958782,-0.00188003322874596
2020,-0.358348496274231,0.075217617414877,-0.309789725093408,-0.02459851126439,-0.00870900723608809,-0.0828093256049669,-0.00190190225606696
2021,-0.357376356321237,0.0750672934959823,-0.308908127374094,-0.0246981632297422,-0.00864145165546586,-0.0823771483487937,-0.00192437829975591
2022,-0.357544543576829,0.0751459981478449,-0.30901706290839,-0.0248160982714791,-0.00859859800083368,-0.0822973933523438,-0.00194955908452292
2023,-0.357507758740079,0.075269478060109,-0.309202909742263,-0.0248753772741037,-0.00859885638842496,-0.0820843841965916,-0.00197712884824759
2024,-0.357535031979609,0.0754507195771349,-0.309486627553363,-0.0249239636611076,-0.00862197274131247,-0.0819135815895881,-0.00200827314055138
2025,-0.352526255823377,0.0747887253750043,-0.305794341133525,-0.0248809549572376,-0.0085157780241304,-0.0801589437506174,-0.00202164685623621
2026,-0.338776400311788,0.0723767391243572,-0.294646258677845,-0.0246635635913034,-0.00815329544776396,-0.0757551909151306,-0.00200289687692169
2027,-0.323564322579313,0.069238883655059,-0.281574743438321,-0.0243852594270232,-0.00768623617424544,-0.0711680457647307,-0.00198046573819204
2028,-0.310743986931226,0.0661465150201719,-0.270122745435217,-0.0241282775038941,-0.00723552353617395,-0.0677146283369521,-0.0019693302641624
2029,-0.299005481726933,0.0630029507647051,-0.25912420380212,-0.0238787060707648,-0.00677261061567337,-0.0647320556469562,-0.0019620464378025
2030,-0.288407183033793,0.0600023530255773,-0.249002714520894,-0.0236499666150741,-0.00634103136771261,-0.0621380265654726,-0.00195791803030963
2031,-0.279893980240266,0.057584253627371,-0.240797517077269,-0.0234689684592722,-0.00602306665402944,-0.0600230330245084,-0.00195990942519924
2032,-0.273197449206197,0.0556606614043147,-0.234328846109956,-0.023323620144026,-0.00581235914166288,-0.0582997745172284,-0.0019655629183538
2033,-0.267337081128069,0.0539750917672785,-0.228681315078137,-0.0232014692186161,-0.00565751085770704,-0.0568138864995071,-0.00197328836333456
2034,-0.262184419135264,0.0524662798692051,-0.223630731944867,-0.0230934249521686,-0.00553347906380874,-0.0554480370547482,-0.0019829480016118
2035,-0.257388198759805,0.0510397407351775,-0.218924642745868,-0.0229958437003928,-0.00543325181931035,-0.0541870930062841,-0.00199436188163685
2036,-0.252879035687564,0.0496745395633805,-0.214505945093904,-0.0229034571494007,-0.00534672810143666,-0.0530084163954046,-0.00200672826280996
2037,-0.248550417432506,0.0483273669510085,-0.210233021820777,-0.0228154680620847,-0.00527509884897831,-0.0518542247101058,-0.00201920765790731
2038,-0.244355335949115,0.0470127239174547,-0.206075567048374,-0.0227279530650081,-0.0052117651730905,-0.0507460260458452,-0.00203035848215408
2039,-0.240288875525434,0.0457156838194078,-0.202042580435984,-0.0226401941253929,-0.00515323303254005,-0.0496534382019272,-0.00204061329587767
2040,-0.2363938072608,0.0444459687404239,-0.198009216412835,-0.0225585593187749,-0.00508153945591673,-0.0486486675158814,-0.00204910122954889
2041,-0.232647547832215,0.0432068722056418,-0.19418522587739,-0.022483534444623,-0.00495715350313276,-0.0477934037767257,-0.00205479447762295
2042,-0.229180604403356,0.0419950007048038,-0.190479095761193,-0.0224110611638277,-0.00478700377018401,-0.0470564536144165,-0.00205821106847656
