"year","amo","est","mei","obs","r_abd","r_aer","r_fgs","r_o3","rfc_CH4","rfc_cloud","rfc_CO2","rfc_H2Os","rfc_N2O","rfc_solar","rfc_volc"
1933,-0.00908069259473639,0.162841680394974,-0.008518855239663,-0.0679978296322468,-0.00687282346781964,-0.0077124430478582,0.000296839210301457,0.0263175049779336,0.0554441870770682,-0.0571846563296024,0.134831900697024,0.00800634884599571,0.0153343024381003,0.0060677138758138,0.00329355109793846
1934,-0.0727423929873323,0.0848718792844381,-0.0243542308138578,0.0695317287010873,-0.00727244111218264,-0.00818184655107294,0.000336347945347188,0.0269594107074613,0.0566940325397769,-0.0581754006120478,0.137476505697557,0.00819101626025531,0.0155536573337063,0.00425277755690149,0.00399504098855006
1935,-0.0747787970014484,0.112361676713518,-0.00267563329805194,0.0210529370344202,-0.00754739654982814,-0.00881522848287897,0.000382533573905171,0.0277653698066597,0.0579632193498351,-0.0599991628384619,0.140497707671884,0.00837618868834851,0.0157750336875532,0.0082527540100398,0.00540314209502956
1936,-0.042842281217172,0.168629821571786,0.00869219885736714,0.0623649870344202,-0.00774666335599724,-0.00953170596796814,0.000437359347043312,0.0286558979619323,0.0592240458526967,-0.0624050966300209,0.144057124260765,0.00856308030837781,0.0160120948139156,0.0172342109163242,0.00618572255753733
1937,0.0254373580723617,0.239878226315814,-0.00127132567279564,0.163891828701087,-0.00808347409469884,-0.0101870768530436,0.000499937027517289,0.0293166885598451,0.0604599844396418,-0.0641028127390735,0.147931529583313,0.00874951092733451,0.0162724057671733,0.0257886983554491,0.00667805126087924
1938,-0.0395411221573812,0.157330398106722,-0.0298240543021381,0.17679836203442,-0.00854595014982784,-0.0106469337532255,0.000568385413657977,0.0297927054664285,0.0617084779260258,-0.0650423024270263,0.151786938098135,0.00893611311068241,0.0165549954320936,0.0318151638839533,0.00702731345442264
1939,-0.0494782051943793,0.175618281822626,-0.0098843398394876,0.18839116203442,-0.00887184397004574,-0.0112190478454074,0.000642875368629897,0.0304118832009967,0.0629587948259455,-0.0667307154860629,0.155565543014344,0.00912248370678991,0.0168466361252152,0.0361652419653862,0.00729727728996447
1940,0.0353928600432065,0.317148664282146,0.0442986739879112,0.32185420203442,-0.00914920768531544,-0.0120415736325785,0.000725942110910702,0.0310092182172549,0.064157457157005,-0.0688963340090308,0.159311238827849,0.00930860927671891,0.0171437459414829,0.0355827413071288,0.00751541749929337
1941,0.0457341864982721,0.352733808536966,0.070491380548873,0.39779437953442,-0.00935992333529694,-0.0128606917170142,0.000821496713300111,0.031545445660683,0.0653105726888958,-0.0711197541772371,0.162902364154677,0.00949185826127122,0.017458028290227,0.0322602634090624,0.00770072639961793
1942,0.0105149305880515,0.259828247270079,0.0166464950581471,0.262303425367753,-0.00948694262143014,-0.0136036742952825,0.000934520675387608,0.0321367233146797,0.0664752413949583,-0.073481134161187,0.166250670371991,0.00967283962931261,0.0178216647614732,0.0261761368985407,0.00786266135120438
