"year","c2f6","c3f8","c4f10","c5f12","c6f14","cc4f8","ccl4","cf4","cfc11","cfc113","cfc114","cfc115","cfc12","ch3br","ch3ccl3","ch3cl","halon1202","halon1211","halon1301","halon2402","hcfc141b","hcfc142b","hcfc22","hfc125","hfc134a","hfc143a","hfc152a","hfc227ea","hfc23","hfc236fa","hfc245fa","hfc32","hfc365mfc","hfc4310mee","nf3","r_fgs","sf6"
2071,0.000734904204044501,0.00012337126762987,4.17001881668277e-05,3.00992800177363e-05,8.72193765543496e-05,0.00035312284261774,0.00310302183560814,0.00295359260018715,0.0181865678826782,0.00743435354494925,0.00225259156096324,0.000950310912886484,0.0599176619634504,7.23940122447657e-07,0.000205546745862108,9.87477021031304e-05,0,0.000124607547621223,0.000400299248336959,2.86492689427483e-05,0.000853975896187994,0.000682905536745352,0.00553082885221415,0.00543385653360635,0.00269860060661902,0.00315176859842866,5.190314698397e-05,0.000166398338582373,0.00257055218981219,3.97681226820423e-05,0.000162270543318577,9.10604683429478e-05,2.95960971425674e-05,1.68321884657232e-05,0.000345135307587204,0.123424339590182,0.00431735248841049
2072,0.000737068545393892,0.000123797360772301,4.18171172754776e-05,3.0172259501415e-05,8.75008001590469e-05,0.000354757188305579,0.00304437447856615,0.00296509251806684,0.0179817486153925,0.00738384711477043,0.00224647762598356,0.000951821051484627,0.0595425372914915,6.96112802985888e-07,0.000202588773585681,9.39784535854913e-05,0,0.000121474660883891,0.00039782236314528,2.81518306532398e-05,0.000830481039431173,0.000664043803112836,0.0053653270603848,0.00541514483093855,0.00265053714891172,0.00315127453208613,5.10735224257115e-05,0.000164622274439758,0.00256708571953011,4.00170826529588e-05,0.000162239320123622,8.90070029243366e-05,2.91975331209405e-05,1.64261807027493e-05,0.000347790776330429,0.122500714003064,0.0043460177764693
2073,0.000739176554429837,0.000124218409949181,4.19367790905903e-05,3.02440434059357e-05,8.77863404035936e-05,0.0003563814104183,0.00298718212475862,0.00297631840694625,0.0177782504720404,0.00733248777565249,0.00224064187273355,0.000953282516404725,0.0591749808867102,6.71947193966464e-07,0.00019969035775907,8.93005730222074e-05,0,0.000118463937921694,0.000395318751596897,2.76629364820935e-05,0.00080779538097204,0.000645805676002669,0.00520799275506019,0.00539720147689434,0.00260477797985038,0.00315073588491506,5.02839173886149e-05,0.000162883342816289,0.00256357933822879,4.02682939927982e-05,0.000162272857345391,8.70287628820756e-05,2.88253971688504e-05,1.60323982963612e-05,0.000350420397030893,0.12158936906628,0.00437498417329949
2074,0.000741212868580254,0.00012463502632858,4.20544649795976e-05,3.0318296353078e-05,8.80507548022768e-05,0.000357966936722277,0.00293057189593178,0.00298744307218536,0.0175783309514694,0.00728201026381941,0.00223455991610015,0.000954583906864454,0.0588087985638049,6.45550178709296e-07,0.000196862884715521,8.47326566797116e-05,0,0.000115533502344977,0.000392804254921596,2.71853808577829e-05,0.000785674495537008,0.000628188170427988,0.00505826199875436,0.00537968802729351,0.00256123048599083,0.00315014838460582,4.95181250343228e-05,0.000161148074404556,0.00255984269043037,4.05186564248766e-05,0.000162374277653815,8.51377305361032e-05,2.84770060845631e-05,1.56586216093141e-05,0.000352955362037611,0.120677248436641,0.00440317610870344
2075,0.000743273414033478,0.000125026570575952,4.21646149051598e-05,3.03892012482967e-05,8.83156078692253e-05,0.000359540443695874,0.00287527921037173,0.00299856354095858,0.017380373551895,0.00723168568643862,0.00222823340896768,0.000955856338347848,0.0584381776323795,6.16825877312434e-07,0.00019410944532401,8.0239212982297e-05,0,0.000112714808793928,0.000390321014758897,2.67089282571892e-05,0.000764098394398541,0.000610958909005741,0.00491494570444206,0.0053630180282252,0.00252034313453535,0.00315000348270276,4.87874694664348e-05,0.000159445261980318,0.00255615949815724,4.0770582528604e-05,0.000162525903922084,8.32993634842087e-05,2.81556863982882e-05,1.52994801412098e-05,0.000355472607094777,0.119794233817677,0.00443102965963266
2076,0.000745304255100198,0.000125415153429265,4.22742484962683e-05,3.04588356053324e-05,8.85737346710899e-05,0.000361097600413758,0.00282150180626544,0.00300960184294159,0.0171837738229754,0.0071813120918694,0.00222204505886195,0.000957092936699923,0.0580701464488527,5.94953581889275e-07,0.000191421484931245,7.58037443167818e-05,0,0.000109974760833236,0.000387813414363237,2.62434726064244e-05,0.000743287850792216,0.000594463806666786,0.00477821380826192,0.00534761087424651,0.00248123426437153,0.00315002064530055,4.80896412964475e-05,0.000157759703516178,0.00255259993177434,4.1019061569912e-05,0.00016274418000557,8.1550361588718e-05,2.78515221403059e-05,1.49512645234117e-05,0.000357943727996161,0.118921546971659,0.00445846753114466
2077,0.00074731406568028,0.000125804523766792,4.23860921396723e-05,3.05248366904818e-05,8.88310932638232e-05,0.000362652871624058,0.00276862584005344,0.00302037763643629,0.016988119000115,0.00713059146967486,0.002215700304391,0.000958296006105313,0.0577061192632228,5.7337908370765e-07,0.000188811163657157,7.14055217739796e-05,0,0.000107331571079139,0.000385231106528754,2.5791273216618e-05,0.000723011712485836,0.000578430095233443,0.00464880607118598,0.00533270900173541,0.00244396621119759,0.00315016098947,4.74138411916787e-05,0.000156082403042174,0.00254875564914241,4.12714197851584e-05,0.000163011379985432,7.98573460552148e-05,2.75663717919483e-05,1.46177079480813e-05,0.00036040139013915,0.118055603630028,0.00448539936466104
2078,0.000749264819501599,0.000126184168018593,4.24980931541097e-05,3.05933728374754e-05,8.90793348873127e-05,0.000364161788242257,0.00271662197468689,0.00303128079258881,0.0167949952205286,0.00708007821636145,0.0022094169615406,0.000959457024662781,0.0573378765033896,5.49176374538801e-07,0.000186243085077272,6.70317770776321e-05,0,0.000104761771026983,0.00038264871403611,2.53438808599079e-05,0.000703376974625747,0.000562856028795574,0.00452437514405623,0.00531830386118885,0.00240892062414748,0.00315043701573256,4.67502446402574e-05,0.000154435667888458,0.00254480845774033,4.15266198331313e-05,0.0001633149767006,7.82274850550242e-05,2.73046712717624e-05,1.42994383064348e-05,0.000362832728782232,0.117209058623832,0.00451205452296501
2079,0.00075117406260094,0.000126553476918991,4.26064623392442e-05,3.065992455724e-05,8.93275509111908e-05,0.000365681818351069,0.00266565679561017,0.00304193225373698,0.0166046118605315,0.00702980943282026,0.00220303711049547,0.000960531665718296,0.0569681018939592,5.19841686294963e-07,0.000183749507259245,6.26967697042418e-05,0,0.0001022775153376,0.00038007770089469,2.49009273218772e-05,0.00068435950227934,0.000547863734853942,0.00440562987658563,0.00530481398532522,0.00237539659412383,0.00315112082681323,4.61161826936551e-05,0.00015280419597924,0.00254065025237748,4.17805675873615e-05,0.000163658509578886,7.66586478104079e-05,2.70562862860049e-05,1.39883233020654e-05,0.000365203392489785,0.116373892494619,0.00453829318927256
2080,0.000753042793264292,0.000126919703689711,4.27077935569677e-05,3.07249388179032e-05,8.95675802943224e-05,0.000367153237692107,0.00261550428837252,0.00305232385769166,0.0164123796727286,0.00697938094153695,0.00219651169462325,0.000961536672895406,0.0566006115190195,4.98487151019303e-07,0.000181298850179889,5.83903225724014e-05,0,9.98989085538803e-05,0.000377493991212418,2.44673125601426e-05,0.000666059502176942,0.000533336806110728,0.00429243972847846,0.00529198318263278,0.00234376711748877,0.00315153078495958,4.55100305411464e-05,0.000151183683171123,0.00253651269306638,4.20314063725709e-05,0.000164038606010584,7.51473569230717e-05,2.6825919286957e-05,1.3689220763904e-05,0.000367529891877464,0.115558785097079,0.00456429905943795
2081,0.00075486492002447,0.000127285353010848,4.28112530365196e-05,3.07871823153385e-05,8.98011185413656e-05,0.000368633276894836,0.0025662265661206,0.00306271668375817,0.0162238994771554,0.0069304608693722,0.00219009149939645,0.000962531611753054,0.0562310181934417,4.77155587716336e-07,0.00017890611976931,5.41139792525715e-05,0,9.75917520841828e-05,0.000374918267042368,2.40402626529648e-05,0.00064813171957172,0.000519311467956771,0.00418430016949015,0.00527993673470032,0.00231372923714793,0.00315249507260039,4.49170764274864e-05,0.000149599679040051,0.00253235937329927,4.22828946507284e-05,0.000164470679423431,7.36922475929124e-05,2.66116688728099e-05,1.34044736208093e-05,0.000369842524988183,0.114748789932544,0.00458985864974218
2082,0.000756684208952803,0.000127634249907823,4.29104856556692e-05,3.08522823981546e-05,9.00358238768222e-05,0.000370076309358851,0.00251852103022773,0.00307308457996207,0.0160367488493527,0.00688043057168633,0.00218374559800382,0.000963511548510636,0.0558678798348333,4.55576351026977e-07,0.000176579346083543,4.98493703285919e-05,0,9.53622585416051e-05,0.000372273352503966,2.36253519181112e-05,0.000630943400110443,0.000505677906330905,0.00408100881562551,0.00526904745565746,0.00228524552385399,0.00315322812893057,4.43438824628842e-05,0.000148030523368937,0.00252797763925358,4.25388839401048e-05,0.00016491496578476,7.22802821960596e-05,2.64136803425464e-05,1.31304381587896e-05,0.000372136481810972,0.113951409522168,0.00461485075181016
2083,0.000758511080393517,0.000127977771864117,4.30104556063136e-05,3.09152076591587e-05,9.02632322725497e-05,0.000371514259707293,0.0024720345076308,0.00308320557647425,0.0158487019225005,0.00683108910287745,0.0021772922013025,0.000964379963313593,0.0555097640451343,4.31894395972449e-07,0.00017430416935441,4.55898288276174e-05,0,9.3209245216268e-05,0.000369632780396918,2.32135128875753e-05,0.000614320866081662,0.000492551316894513,0.00398204319131852,0.00525819703199295,0.00225825231977044,0.00315422589221149,4.37833579460218e-05,0.000146475463676424,0.0025235865109179,4.27920717923162e-05,0.000165367761886278,7.09198918318567e-05,2.62253135126509e-05,1.28654759696702e-05,0.000374398127418329,0.113166662367331,0.00464007108676925
2084,0.000760265734511764,0.000128321084447677,4.31089496821811e-05,3.09710380781321e-05,9.04917703091534e-05,0.000372937919096941,0.00242669436591295,0.00309315466551492,0.0156643233913497,0.00678218854039708,0.00217099321393594,0.000965311039874726,0.0551465974266896,4.07652591830364e-07,0.000172074818614366,4.13576974304676e-05,0,9.11287153367313e-05,0.000367009309791911,2.28068353667317e-05,0.000598061191178129,0.00047983192058433,0.00388740705390151,0.00524811701982543,0.00223274349786435,0.00315534545800146,4.32456597796906e-05,0.000144932280031982,0.00251881459222594,4.30479508626986e-05,0.000165836357831313,6.96028503129368e-05,2.605034467149e-05,1.26119678112067e-05,0.000376581450023563,0.112388316072678,0.0046646921913569
2085,0.000761993849889445,0.000128665600759153,4.32058611501494e-05,3.10295180144309e-05,9.07140135709106e-05,0.000374342536172615,0.00238255685990991,0.0031030343421875,0.0154806526808178,0.00673386660334936,0.00216461271032985,0.000966185241747776,0.0547830866075899,3.91956665065958e-07,0.00016989789479069,3.71398064111511e-05,0,8.91182438310397e-05,0.000364365122478792,2.24079187139159e-05,0.000582408632001968,0.000467605801083963,0.00379712418069152,0.00523823216208785,0.00220850306873082,0.00315630775765333,4.27212334712343e-05,0.000143421524427531,0.00251416415399295,4.3299639607546e-05,0.000166318008005048,6.83275278904135e-05,2.58863750853446e-05,1.23663739920419e-05,0.000378751738568188,0.111625095743459,0.00468903589884824
2086,0.000763650305180701,0.00012899928285465,4.33009730576241e-05,3.10880509593738e-05,9.09344315907424e-05,0.000375752397471996,0.00233882693640465,0.00311290311351203,0.015298762408512,0.00668556810596763,0.00215813687445546,0.000967037202608391,0.0544269098163662,3.72010915035497e-07,0.00016776687403305,3.29395399623192e-05,0,8.7170150652709e-05,0.000361727298628634,2.20130449487665e-05,0.000567250887228386,0.000455699469429794,0.00371031051315225,0.00522860019367008,0.00218560824945253,0.00315726669712677,4.22111209105656e-05,0.000141934465287987,0.00250952408940708,4.35560154961222e-05,0.000166786674364474,6.70918886316343e-05,2.57288250437915e-05,1.21281546688115e-05,0.000380855888243358,0.110865089997923,0.00471306259933647
2087,0.000765326876107738,0.000129330020600192,4.33924366616753e-05,3.11461770696265e-05,9.11480075503738e-05,0.000377120802227383,0.00229589357433024,0.00312262291674568,0.0151184522077558,0.00663753166491809,0.00215149237828059,0.000967791354111787,0.0540729365690389,3.50292518219827e-07,0.000165688780102842,2.87824223772619e-05,0,8.52814726658104e-05,0.000359105820484734,2.16263491292234e-05,0.000552594966744597,0.000444246819246224,0.00362728610492616,0.00521998020539306,0.00216388377172989,0.00315833874089395,4.17169056245096e-05,0.00014045569917528,0.00250448283262331,4.38103172823765e-05,0.00016727895883893,6.59021677768967e-05,2.55818988908609e-05,1.19027144435123e-05,0.000382932413929239,0.110112138437446,0.00473657226972867
2088,0.000766965162182376,0.000129651060929773,4.34839729615508e-05,3.12046612841598e-05,9.135353319754e-05,0.000378508663610119,0.00225384688115333,0.00313206379168884,0.0149390639700414,0.00658966642351206,0.00214484585680369,0.00096850736788474,0.0537161826365322,3.26005327985059e-07,0.000163643743985334,2.46671810283532e-05,0,8.34665982054742e-05,0.000356452029242015,2.12490092729417e-05,0.000538431527706488,0.000433160655311438,0.00354744678259836,0.00521173247996951,0.00214324827442409,0.00315945992167862,4.1236026448783e-05,0.000139020688127035,0.00249963346589152,4.40656510225701e-05,0.000167765501606021,6.47396979334333e-05,2.54504600388288e-05,1.16816202128161e-05,0.000385000594112367,0.109380018046212,0.00476004835536774
2089,0.000768564531578382,0.000129960810610025,4.35722813067131e-05,3.12589385706937e-05,9.15546328571245e-05,0.000379824251714963,0.0022129873089424,0.00314148877420953,0.0147625130412714,0.00654169754456947,0.00213823412562201,0.000969167688813564,0.05336682905966,3.04088619776869e-07,0.000161645968073981,2.05986774143389e-05,0,8.17094086188702e-05,0.000353812757441633,2.08782272126833e-05,0.000524719608871898,0.000422445278324467,0.00347072885942549,0.00520353858916855,0.0021236713233474,0.00316058196426016,4.07702350469314e-05,0.000137586367084243,0.00249460990085803,4.43235532229176e-05,0.00016825298941069,6.36163883439857e-05,2.53251300036678e-05,1.14701901106517e-05,0.000386999254036924,0.108654531998913,0.00478327351683562
2090,0.000770146835381364,0.000130259225560164,4.3660759297661e-05,3.13126030323506e-05,9.17549098504725e-05,0.00038115547340429,0.00217292873063015,0.0031508317496877,0.0145890406427813,0.0064940815497756,0.00213160781456609,0.00096985873994471,0.0530146856991452,2.91223653180854e-07,0.000159692767243814,1.65553242359891e-05,0,8.0004025348942e-05,0.000351159381182319,2.05119004563014e-05,0.000511472413225896,0.000412080122978743,0.0033972004029474,0.00519575236580732,0.00210521142763699,0.00316157659545408,4.03183257081157e-05,0.000136159445798433,0.00248958552967114,4.458107567837e-05,0.000168750703490857,6.25269132470742e-05,2.52062831960133e-05,1.12662246766393e-05,0.000388936765418061,0.107933788462124,0.00480631763788203
2091,0.000771740577310633,0.000130564042446212,4.37476480887588e-05,3.13681158512081e-05,9.19601256996912e-05,0.000382473573744367,0.00213363714174457,0.00316003298399741,0.0144159942142831,0.00644641347765213,0.00212505646831175,0.000970468437387801,0.0526682204107539,2.75842014026948e-07,0.000157773709082086,1.25726365033359e-05,0,7.83592204917392e-05,0.000348479111203905,2.01554753394917e-05,0.00049871050725759,0.000402034574024579,0.0033264998783076,0.00518816832531856,0.00208775919327461,0.00316268553979912,3.98723339526034e-05,0.000134768131284321,0.00248435205994213,4.48332413093331e-05,0.000169252033223265,6.14737038695894e-05,2.50973118761609e-05,1.10707808583678e-05,0.000390884004199136,0.107229698371092,0.0048290023318984
2092,0.00077327517592531,0.000130871337067095,4.383374694687e-05,3.14211468016178e-05,9.21477940645665e-05,0.000383765351696606,0.00209532658065017,0.0031691276623394,0.0142452384837858,0.00639958353204829,0.00211826265879428,0.00097108576479034,0.0523177316746115,2.5372943282563e-07,0.00015590015343707,8.66611201350607e-06,0,7.67695937902519e-05,0.000345825938129252,1.98035652050614e-05,0.000486274236165334,0.000392363051068322,0.00325857726322366,0.00518085532498895,0.00207099082483964,0.00316374385456359,3.94387210564843e-05,0.000133391577704662,0.00247905963011071,4.50875028122798e-05,0.00016973267981495,6.04505806591769e-05,2.4989907469841e-05,1.0880604523966e-05,0.000392794273605229,0.106525936808775,0.00485095126465583
2093,0.000774772579083194,0.00013115935173171,4.39121098063571e-05,3.14743099879575e-05,9.23354169580803e-05,0.000385016753898104,0.00205776199918282,0.00317823806734475,0.0140768832837766,0.00635263245249637,0.00211159543970912,0.000971609694640457,0.0519673695460257,2.30108322039577e-07,0.000154062371675038,4.92118512786701e-06,0,7.52293306881711e-05,0.000343116797658557,1.94614130861217e-05,0.000474319709119942,0.000383007670604166,0.00319332304972247,0.00517422734269855,0.00205501222149407,0.0031647311057809,3.90027565057516e-05,0.000132034780302055,0.00247381360751318,4.53463998101465e-05,0.000170170464542499,5.94547253854779e-05,2.4886067856376e-05,1.0700321379878e-05,0.000394658213255299,0.105831545165521,0.00487285870215699
2094,0.000776248903253849,0.000131451863960698,4.39952890868801e-05,3.15245463480655e-05,9.25235406947908e-05,0.000386256766321952,0.00202124106636849,0.00318700029671978,0.0139097182500861,0.00630627845748457,0.00210492744920503,0.000972165480414008,0.0516208735936156,2.09349131950647e-07,0.000152269948518672,1.29102187624237e-06,0,7.37397878190399e-05,0.000340489515916189,1.91262073821366e-05,0.000462750865392599,0.000374005244741709,0.00313054659358449,0.00516674029643778,0.00203969789244325,0.00316553881706989,3.85698025499456e-05,0.000130706229399257,0.00246826555809624,4.56012075712476e-05,0.000170573968746962,5.84824638106265e-05,2.47872858529357e-05,1.05242437688185e-05,0.000396490286625437,0.105141518491805,0.00489455497124357
2095,0.00077775311083221,0.000131727267190601,4.40773220893502e-05,3.15777062994622e-05,9.27037538435335e-05,0.000387488416895505,0.00198535193352415,0.00319587981006537,0.0137441066586514,0.00626020704321832,0.0020982734724416,0.000972647293268231,0.0512756140123393,1.96648434766798e-07,0.000150506791016615,-2.21296240575301e-06,0,7.23040634931419e-05,0.00033782245392572,1.87977318655298e-05,0.000451525536128974,0.000365329075763291,0.003070139745582,0.00515955623704091,0.00202493147548696,0.00316654622221478,3.81491131125651e-05,0.000129376949541575,0.00246266700639532,4.58577738348103e-05,0.000170918150082318,5.75454103009532e-05,2.46901125313681e-05,1.03557092163816e-05,0.000398282896509121,0.104467042559381,0.0049157581200857
2096,0.000779198791962676,0.00013200289804188,4.41560163381383e-05,3.16269771417557e-05,9.28842805257038e-05,0.000388723701184362,0.00195048073750328,0.00320456287431317,0.0135804459754065,0.00621408591564695,0.0020915485066242,0.000973028849510911,0.0509327245003014,1.85044122183133e-07,0.000148779526857656,-5.58680192096154e-06,0,7.09083784591596e-05,0.000335148551788119,1.84678058963601e-05,0.000440689210255941,0.000356953255742658,0.00301180078251846,0.00515208039117847,0.00201062779753965,0.00316742740249274,3.77281659014589e-05,0.000128046490640439,0.00245725325634978,4.61124848078527e-05,0.000171213751108163,5.6640062539498e-05,2.45934033184648e-05,1.01894136268352e-05,0.000400042606424349,0.103799271872079,0.00493675362193562
2097,0.00078064996603866,0.000132274507398655,4.42347004610601e-05,3.16768782893323e-05,9.30541715469201e-05,0.00038991612245583,0.0019165411330253,0.00321319115168435,0.0134189977191737,0.00616818828290571,0.00208483408980167,0.000973451380618025,0.0505934329722755,1.71265370510419e-07,0.000147080524856314,-8.7572780325302e-06,0,6.95526373727144e-05,0.000332498521576176,1.81522701611596e-05,0.000430182938851541,0.000348874605995369,0.00295569199624555,0.0051445955416647,0.00199678528337874,0.003168147061489,3.7318197308084e-05,0.000126745535114402,0.00245171138357072,4.63554468401807e-05,0.000171458370145902,5.57523346798231e-05,2.44940211461233e-05,1.00292598204227e-05,0.000401771771903798,0.103125430469302,0.0049575166898332
2098,0.000782063467234741,0.00013253965809475,4.43144121950513e-05,3.17261164779627e-05,9.32225570241436e-05,0.000391096818770141,0.00188297708207617,0.00322168079280123,0.0132583801291145,0.00612311575983204,0.0020781180992616,0.00097381733734547,0.0502562614581627,1.48854490034657e-07,0.000145420503076149,-1.16190731611579e-05,0,6.82453111531311e-05,0.00032988788632062,1.78382015018734e-05,0.000420035756050648,0.0003410450879527,0.00290147178499154,0.00513687125778513,0.00198354056692764,0.00316831738133637,3.69143185038865e-05,0.00012546410392306,0.00244608802067,4.66073147807442e-05,0.000171667840984956,5.48834153952045e-05,2.44001180294774e-05,9.87537459683645e-06,0.000403467726991822,0.102470645843912,0.00497802499512225
2099,0.000783462729910207,0.000132796114406785,4.4387303034221e-05,3.17744531159771e-05,9.33903878747834e-05,0.000392249367501392,0.0018502829592697,0.00322999983964348,0.0130985869993527,0.0060776863941993,0.00207131731619848,0.000974152916783223,0.0499143407519235,1.31525357950552e-07,0.000143793886570428,-1.41779303425918e-05,0,6.6980878525476e-05,0.000327274523225446,1.75277926289497e-05,0.000410264075944028,0.000333478287254088,0.00284925932213777,0.0051291204779723,0.001970684869953,0.00316849059398047,3.65196205133022e-05,0.00012420022957189,0.00244062582358893,4.68580245232501e-05,0.000171845350615752,5.40413868800323e-05,2.43098256987722e-05,9.72529786894169e-06,0.000405132945424858,0.10182712617382,0.00499810634625808
2100,0.000784189844627502,0.000132936510762189,4.44283214955072e-05,3.18029628831729e-05,9.34811059127851e-05,0.000392873955630505,0.00183283105104147,0.00323447333253919,0.0130133076890635,0.00605310573182083,0.00206778490632367,0.000974344736179598,0.0497304253593058,1.07992915413578e-07,0.000142926666589412,-1.54827119117758e-05,0,6.63096939623891e-05,0.000325846577964503,1.7363991993335e-05,0.000405100339036863,0.000329452528348336,0.00282142251528953,0.00512495580324963,0.00196387977740761,0.00316874759215188,3.63090782927871e-05,0.000123512973043908,0.00243765931151939,4.69915035383845e-05,0.000171938465753969,5.35983002322436e-05,2.42595353799886e-05,9.64590485670989e-06,0.000406008799349682,0.101475065332938,0.00500905466523691
